,Observer,Session,E (lux),Sample,E chosen
1539,"Observer 13 (26, male)",3,650,D. Gray - RAL (7022-HR),650
1540,"Observer 13 (26, male)",3,780,A. Red (RAL 4002-HR),780
1541,"Observer 13 (26, male)",3,780,B. Blue (RAL 5009-HR),780
1542,"Observer 13 (26, male)",3,780,C. Green (RAL 6002-HR,650
1543,"Observer 13 (26, male)",3,780,D. Gray - RAL (7022-HR),780
1544,"Observer 13 (26, male)",3,910,A. Red (RAL 4002-HR),1040
1545,"Observer 13 (26, male)",3,910,B. Blue (RAL 5009-HR),910
1546,"Observer 13 (26, male)",3,910,C. Green (RAL 6002-HR,910
1547,"Observer 13 (26, male)",3,910,D. Gray - RAL (7022-HR),1040
1548,"Observer 13 (26, male)",3,1040,A. Red (RAL 4002-HR),910
1549,"Observer 13 (26, male)",3,1040,B. Blue (RAL 5009-HR),780
1550,"Observer 13 (26, male)",3,1040,C. Green (RAL 6002-HR,910
1551,"Observer 13 (26, male)",3,1040,D. Gray - RAL (7022-HR),1040
1552,"Observer 13 (26, male)",3,1170,A. Red (RAL 4002-HR),1040
1553,"Observer 13 (26, male)",3,1170,B. Blue (RAL 5009-HR),1170
1554,"Observer 13 (26, male)",3,1170,C. Green (RAL 6002-HR,910
1555,"Observer 13 (26, male)",3,1170,D. Gray - RAL (7022-HR),1170
1556,"Observer 13 (26, male)",3,1300,A. Red (RAL 4002-HR),1170
1557,"Observer 13 (26, male)",3,1300,B. Blue (RAL 5009-HR),1040
1558,"Observer 13 (26, male)",3,1300,C. Green (RAL 6002-HR,1040
1559,"Observer 13 (26, male)",3,1300,D. Gray - RAL (7022-HR),1040
1560,"Observer 14 (31, male)",1,130,A. Red (RAL 4002-HR),260
1561,"Observer 14 (31, male)",1,130,B. Blue (RAL 5009-HR),130
1562,"Observer 14 (31, male)",1,130,C. Green (RAL 6002-HR,260
1563,"Observer 14 (31, male)",1,130,D. Gray - RAL (7022-HR),130
1564,"Observer 14 (31, male)",1,260,A. Red (RAL 4002-HR),260
1565,"Observer 14 (31, male)",1,260,B. Blue (RAL 5009-HR),260
1566,"Observer 14 (31, male)",1,260,C. Green (RAL 6002-HR,260
1567,"Observer 14 (31, male)",1,260,D. Gray - RAL (7022-HR),260
1568,"Observer 14 (31, male)",1,390,A. Red (RAL 4002-HR),390
1569,"Observer 14 (31, male)",1,390,B. Blue (RAL 5009-HR),260
1570,"Observer 14 (31, male)",1,390,C. Green (RAL 6002-HR,520
1571,"Observer 14 (31, male)",1,390,D. Gray - RAL (7022-HR),390
1572,"Observer 14 (31, male)",1,520,A. Red (RAL 4002-HR),520
1573,"Observer 14 (31, male)",1,520,B. Blue (RAL 5009-HR),390
1574,"Observer 14 (31, male)",1,520,C. Green (RAL 6002-HR,390
1575,"Observer 14 (31, male)",1,520,D. Gray - RAL (7022-HR),390
1576,"Observer 14 (31, male)",1,650,A. Red (RAL 4002-HR),520
1577,"Observer 14 (31, male)",1,650,B. Blue (RAL 5009-HR),650
1578,"Observer 14 (31, male)",1,650,C. Green (RAL 6002-HR,520
1579,"Observer 14 (31, male)",1,650,D. Gray - RAL (7022-HR),650
1580,"Observer 14 (31, male)",1,780,A. Red (RAL 4002-HR),780
1581,"Observer 14 (31, male)",1,780,B. Blue (RAL 5009-HR),650
1582,"Observer 14 (31, male)",1,780,C. Green (RAL 6002-HR,520
1583,"Observer 14 (31, male)",1,780,D. Gray - RAL (7022-HR),780
1584,"Observer 14 (31, male)",1,910,A. Red (RAL 4002-HR),780
1585,"Observer 14 (31, male)",1,910,B. Blue (RAL 5009-HR),780
1586,"Observer 14 (31, male)",1,910,C. Green (RAL 6002-HR,910
1587,"Observer 14 (31, male)",1,910,D. Gray - RAL (7022-HR),520
1588,"Observer 14 (31, male)",1,1040,A. Red (RAL 4002-HR),780
1589,"Observer 14 (31, male)",1,1040,B. Blue (RAL 5009-HR),910
1590,"Observer 14 (31, male)",1,1040,C. Green (RAL 6002-HR,780
1591,"Observer 14 (31, male)",1,1040,D. Gray - RAL (7022-HR),910
1592,"Observer 14 (31, male)",1,1170,A. Red (RAL 4002-HR),1040
1593,"Observer 14 (31, male)",1,1170,B. Blue (RAL 5009-HR),910
1594,"Observer 14 (31, male)",1,1170,C. Green (RAL 6002-HR,1040
1595,"Observer 14 (31, male)",1,1170,D. Gray - RAL (7022-HR),1040
1596,"Observer 14 (31, male)",1,1300,A. Red (RAL 4002-HR),1300
1597,"Observer 14 (31, male)",1,1300,B. Blue (RAL 5009-HR),1170
1598,"Observer 14 (31, male)",1,1300,C. Green (RAL 6002-HR,1040
1599,"Observer 14 (31, male)",1,1300,D. Gray - RAL (7022-HR),1170
1600,"Observer 14 (31, male)",2,130,A. Red (RAL 4002-HR),130
1601,"Observer 14 (31, male)",2,130,B. Blue (RAL 5009-HR),260
1602,"Observer 14 (31, male)",2,130,C. Green (RAL 6002-HR,260
1603,"Observer 14 (31, male)",2,130,D. Gray - RAL (7022-HR),260
1604,"Observer 14 (31, male)",2,260,A. Red (RAL 4002-HR),390
1605,"Observer 14 (31, male)",2,260,B. Blue (RAL 5009-HR),260
1606,"Observer 14 (31, male)",2,260,C. Green (RAL 6002-HR,260
1607,"Observer 14 (31, male)",2,260,D. Gray - RAL (7022-HR),260
1608,"Observer 14 (31, male)",2,390,A. Red (RAL 4002-HR),390
1609,"Observer 14 (31, male)",2,390,B. Blue (RAL 5009-HR),390
1610,"Observer 14 (31, male)",2,390,C. Green (RAL 6002-HR,260
1611,"Observer 14 (31, male)",2,390,D. Gray - RAL (7022-HR),260
1612,"Observer 14 (31, male)",2,520,A. Red (RAL 4002-HR),390
1613,"Observer 14 (31, male)",2,520,B. Blue (RAL 5009-HR),520
1614,"Observer 14 (31, male)",2,520,C. Green (RAL 6002-HR,390
1615,"Observer 14 (31, male)",2,520,D. Gray - RAL (7022-HR),390
1616,"Observer 14 (31, male)",2,650,A. Red (RAL 4002-HR),650
1617,"Observer 14 (31, male)",2,650,B. Blue (RAL 5009-HR),520
1618,"Observer 14 (31, male)",2,650,C. Green (RAL 6002-HR,520
1619,"Observer 14 (31, male)",2,650,D. Gray - RAL (7022-HR),520
1620,"Observer 14 (31, male)",2,780,A. Red (RAL 4002-HR),780
1621,"Observer 14 (31, male)",2,780,B. Blue (RAL 5009-HR),650
1622,"Observer 14 (31, male)",2,780,C. Green (RAL 6002-HR,650
1623,"Observer 14 (31, male)",2,780,D. Gray - RAL (7022-HR),650
1624,"Observer 14 (31, male)",2,910,A. Red (RAL 4002-HR),780
1625,"Observer 14 (31, male)",2,910,B. Blue (RAL 5009-HR),650
1626,"Observer 14 (31, male)",2,910,C. Green (RAL 6002-HR,780
1627,"Observer 14 (31, male)",2,910,D. Gray - RAL (7022-HR),780
1628,"Observer 14 (31, male)",2,1040,A. Red (RAL 4002-HR),910
1629,"Observer 14 (31, male)",2,1040,B. Blue (RAL 5009-HR),780
1630,"Observer 14 (31, male)",2,1040,C. Green (RAL 6002-HR,780
1631,"Observer 14 (31, male)",2,1040,D. Gray - RAL (7022-HR),780
1632,"Observer 14 (31, male)",2,1170,A. Red (RAL 4002-HR),1040
1633,"Observer 14 (31, male)",2,1170,B. Blue (RAL 5009-HR),910
1634,"Observer 14 (31, male)",2,1170,C. Green (RAL 6002-HR,1040
1635,"Observer 14 (31, male)",2,1170,D. Gray - RAL (7022-HR),1040
1636,"Observer 14 (31, male)",2,1300,A. Red (RAL 4002-HR),1170
1637,"Observer 14 (31, male)",2,1300,B. Blue (RAL 5009-HR),1300
1638,"Observer 14 (31, male)",2,1300,C. Green (RAL 6002-HR,1170
1639,"Observer 14 (31, male)",2,1300,D. Gray - RAL (7022-HR),1300
1640,"Observer 14 (31, male)",3,130,A. Red (RAL 4002-HR),130
1641,"Observer 14 (31, male)",3,130,B. Blue (RAL 5009-HR),130
1642,"Observer 14 (31, male)",3,130,C. Green (RAL 6002-HR,260
1643,"Observer 14 (31, male)",3,130,D. Gray - RAL (7022-HR),260
1644,"Observer 14 (31, male)",3,260,A. Red (RAL 4002-HR),260
1645,"Observer 14 (31, male)",3,260,B. Blue (RAL 5009-HR),260
1646,"Observer 14 (31, male)",3,260,C. Green (RAL 6002-HR,260
1647,"Observer 14 (31, male)",3,260,D. Gray - RAL (7022-HR),260
1648,"Observer 14 (31, male)",3,390,A. Red (RAL 4002-HR),260
1649,"Observer 14 (31, male)",3,390,B. Blue (RAL 5009-HR),390
1650,"Observer 14 (31, male)",3,390,C. Green (RAL 6002-HR,390
1651,"Observer 14 (31, male)",3,390,D. Gray - RAL (7022-HR),260
1652,"Observer 14 (31, male)",3,520,A. Red (RAL 4002-HR),390
1653,"Observer 14 (31, male)",3,520,B. Blue (RAL 5009-HR),520
1654,"Observer 14 (31, male)",3,520,C. Green (RAL 6002-HR,520
1655,"Observer 14 (31, male)",3,520,D. Gray - RAL (7022-HR),390
1656,"Observer 14 (31, male)",3,650,A. Red (RAL 4002-HR),520
1657,"Observer 14 (31, male)",3,650,B. Blue (RAL 5009-HR),520
1658,"Observer 14 (31, male)",3,650,C. Green (RAL 6002-HR,520
1659,"Observer 14 (31, male)",3,650,D. Gray - RAL (7022-HR),650
1660,"Observer 14 (31, male)",3,780,A. Red (RAL 4002-HR),780
1661,"Observer 14 (31, male)",3,780,B. Blue (RAL 5009-HR),650
1662,"Observer 14 (31, male)",3,780,C. Green (RAL 6002-HR,650
1663,"Observer 14 (31, male)",3,780,D. Gray - RAL (7022-HR),520
1664,"Observer 14 (31, male)",3,910,A. Red (RAL 4002-HR),650
1665,"Observer 14 (31, male)",3,910,B. Blue (RAL 5009-HR),780
1666,"Observer 14 (31, male)",3,910,C. Green (RAL 6002-HR,780
1667,"Observer 14 (31, male)",3,910,D. Gray - RAL (7022-HR),780
1668,"Observer 14 (31, male)",3,1040,A. Red (RAL 4002-HR),1040
1669,"Observer 14 (31, male)",3,1040,B. Blue (RAL 5009-HR),780
1670,"Observer 14 (31, male)",3,1040,C. Green (RAL 6002-HR,910
1671,"Observer 14 (31, male)",3,1040,D. Gray - RAL (7022-HR),780
1672,"Observer 14 (31, male)",3,1170,A. Red (RAL 4002-HR),910
1673,"Observer 14 (31, male)",3,1170,B. Blue (RAL 5009-HR),1170
1674,"Observer 14 (31, male)",3,1170,C. Green (RAL 6002-HR,1040
1675,"Observer 14 (31, male)",3,1170,D. Gray - RAL (7022-HR),910
1676,"Observer 14 (31, male)",3,1300,A. Red (RAL 4002-HR),1040
1677,"Observer 14 (31, male)",3,1300,B. Blue (RAL 5009-HR),1170
1678,"Observer 14 (31, male)",3,1300,C. Green (RAL 6002-HR,1170
1679,"Observer 14 (31, male)",3,1300,D. Gray - RAL (7022-HR),1040
1680,"Observer 15 (27, male)",1,130,A. Red (RAL 4002-HR),130
1681,"Observer 15 (27, male)",1,130,B. Blue (RAL 5009-HR),130
1682,"Observer 15 (27, male)",1,130,C. Green (RAL 6002-HR,130
1683,"Observer 15 (27, male)",1,130,D. Gray - RAL (7022-HR),390
1684,"Observer 15 (27, male)",1,260,A. Red (RAL 4002-HR),260
1685,"Observer 15 (27, male)",1,260,B. Blue (RAL 5009-HR),260
1686,"Observer 15 (27, male)",1,260,C. Green (RAL 6002-HR,260
1687,"Observer 15 (27, male)",1,260,D. Gray - RAL (7022-HR),260
1688,"Observer 15 (27, male)",1,390,A. Red (RAL 4002-HR),520
1689,"Observer 15 (27, male)",1,390,B. Blue (RAL 5009-HR),520
1690,"Observer 15 (27, male)",1,390,C. Green (RAL 6002-HR,520
1691,"Observer 15 (27, male)",1,390,D. Gray - RAL (7022-HR),390
1692,"Observer 15 (27, male)",1,520,A. Red (RAL 4002-HR),390
1693,"Observer 15 (27, male)",1,520,B. Blue (RAL 5009-HR),520
1694,"Observer 15 (27, male)",1,520,C. Green (RAL 6002-HR,520
1695,"Observer 15 (27, male)",1,520,D. Gray - RAL (7022-HR),390
1696,"Observer 15 (27, male)",1,650,A. Red (RAL 4002-HR),520
1697,"Observer 15 (27, male)",1,650,B. Blue (RAL 5009-HR),1040
1698,"Observer 15 (27, male)",1,650,C. Green (RAL 6002-HR,650
1699,"Observer 15 (27, male)",1,650,D. Gray - RAL (7022-HR),520
1700,"Observer 15 (27, male)",1,780,A. Red (RAL 4002-HR),520
1701,"Observer 15 (27, male)",1,780,B. Blue (RAL 5009-HR),780
1702,"Observer 15 (27, male)",1,780,C. Green (RAL 6002-HR,650
1703,"Observer 15 (27, male)",1,780,D. Gray - RAL (7022-HR),520
1704,"Observer 15 (27, male)",1,910,A. Red (RAL 4002-HR),780
1705,"Observer 15 (27, male)",1,910,B. Blue (RAL 5009-HR),780
1706,"Observer 15 (27, male)",1,910,C. Green (RAL 6002-HR,780
1707,"Observer 15 (27, male)",1,910,D. Gray - RAL (7022-HR),650
1708,"Observer 15 (27, male)",1,1040,A. Red (RAL 4002-HR),650
1709,"Observer 15 (27, male)",1,1040,B. Blue (RAL 5009-HR),780
1710,"Observer 15 (27, male)",1,1040,C. Green (RAL 6002-HR,1040
1711,"Observer 15 (27, male)",1,1040,D. Gray - RAL (7022-HR),910
1712,"Observer 15 (27, male)",1,1170,A. Red (RAL 4002-HR),910
1713,"Observer 15 (27, male)",1,1170,B. Blue (RAL 5009-HR),1300
1714,"Observer 15 (27, male)",1,1170,C. Green (RAL 6002-HR,1170
1715,"Observer 15 (27, male)",1,1170,D. Gray - RAL (7022-HR),1300
1716,"Observer 15 (27, male)",1,1300,A. Red (RAL 4002-HR),1040
1717,"Observer 15 (27, male)",1,1300,B. Blue (RAL 5009-HR),1040
1718,"Observer 15 (27, male)",1,1300,C. Green (RAL 6002-HR,1300
1719,"Observer 15 (27, male)",1,1300,D. Gray - RAL (7022-HR),1170
1720,"Observer 15 (27, male)",2,130,A. Red (RAL 4002-HR),130
1721,"Observer 15 (27, male)",2,130,B. Blue (RAL 5009-HR),260
1722,"Observer 15 (27, male)",2,130,C. Green (RAL 6002-HR,260
1723,"Observer 15 (27, male)",2,130,D. Gray - RAL (7022-HR),260
1724,"Observer 15 (27, male)",2,260,A. Red (RAL 4002-HR),260
1725,"Observer 15 (27, male)",2,260,B. Blue (RAL 5009-HR),390
1726,"Observer 15 (27, male)",2,260,C. Green (RAL 6002-HR,390
1727,"Observer 15 (27, male)",2,260,D. Gray - RAL (7022-HR),390
1728,"Observer 15 (27, male)",2,390,A. Red (RAL 4002-HR),390
1729,"Observer 15 (27, male)",2,390,B. Blue (RAL 5009-HR),520
1730,"Observer 15 (27, male)",2,390,C. Green (RAL 6002-HR,520
1731,"Observer 15 (27, male)",2,390,D. Gray - RAL (7022-HR),390
1732,"Observer 15 (27, male)",2,520,A. Red (RAL 4002-HR),520
1733,"Observer 15 (27, male)",2,520,B. Blue (RAL 5009-HR),520
1734,"Observer 15 (27, male)",2,520,C. Green (RAL 6002-HR,520
1735,"Observer 15 (27, male)",2,520,D. Gray - RAL (7022-HR),520
1736,"Observer 15 (27, male)",2,650,A. Red (RAL 4002-HR),650
1737,"Observer 15 (27, male)",2,650,B. Blue (RAL 5009-HR),780
1738,"Observer 15 (27, male)",2,650,C. Green (RAL 6002-HR,650
1739,"Observer 15 (27, male)",2,650,D. Gray - RAL (7022-HR),650
1740,"Observer 15 (27, male)",2,780,A. Red (RAL 4002-HR),780
1741,"Observer 15 (27, male)",2,780,B. Blue (RAL 5009-HR),910
1742,"Observer 15 (27, male)",2,780,C. Green (RAL 6002-HR,910
1743,"Observer 15 (27, male)",2,780,D. Gray - RAL (7022-HR),910
1744,"Observer 15 (27, male)",2,910,A. Red (RAL 4002-HR),910
1745,"Observer 15 (27, male)",2,910,B. Blue (RAL 5009-HR),910
1746,"Observer 15 (27, male)",2,910,C. Green (RAL 6002-HR,910
1747,"Observer 15 (27, male)",2,910,D. Gray - RAL (7022-HR),910
1748,"Observer 15 (27, male)",2,1040,A. Red (RAL 4002-HR),910
1749,"Observer 15 (27, male)",2,1040,B. Blue (RAL 5009-HR),1040
1750,"Observer 15 (27, male)",2,1040,C. Green (RAL 6002-HR,1040
1751,"Observer 15 (27, male)",2,1040,D. Gray - RAL (7022-HR),910
1752,"Observer 15 (27, male)",2,1170,A. Red (RAL 4002-HR),910
1753,"Observer 15 (27, male)",2,1170,B. Blue (RAL 5009-HR),1170
1754,"Observer 15 (27, male)",2,1170,C. Green (RAL 6002-HR,910
1755,"Observer 15 (27, male)",2,1170,D. Gray - RAL (7022-HR),1170
1756,"Observer 15 (27, male)",2,1300,A. Red (RAL 4002-HR),1300
1757,"Observer 15 (27, male)",2,1300,B. Blue (RAL 5009-HR),1300
1758,"Observer 15 (27, male)",2,1300,C. Green (RAL 6002-HR,1300
1759,"Observer 15 (27, male)",2,1300,D. Gray - RAL (7022-HR),1300
1760,"Observer 15 (27, male)",3,130,A. Red (RAL 4002-HR),130
1761,"Observer 15 (27, male)",3,130,B. Blue (RAL 5009-HR),260
1762,"Observer 15 (27, male)",3,130,C. Green (RAL 6002-HR,130
1763,"Observer 15 (27, male)",3,130,D. Gray - RAL (7022-HR),260
1764,"Observer 15 (27, male)",3,260,A. Red (RAL 4002-HR),130
1765,"Observer 15 (27, male)",3,260,B. Blue (RAL 5009-HR),260
1766,"Observer 15 (27, male)",3,260,C. Green (RAL 6002-HR,260
1767,"Observer 15 (27, male)",3,260,D. Gray - RAL (7022-HR),260
1768,"Observer 15 (27, male)",3,390,A. Red (RAL 4002-HR),260
1769,"Observer 15 (27, male)",3,390,B. Blue (RAL 5009-HR),390
1770,"Observer 15 (27, male)",3,390,C. Green (RAL 6002-HR,260
1771,"Observer 15 (27, male)",3,390,D. Gray - RAL (7022-HR),390
1772,"Observer 15 (27, male)",3,520,A. Red (RAL 4002-HR),520
1773,"Observer 15 (27, male)",3,520,B. Blue (RAL 5009-HR),520
1774,"Observer 15 (27, male)",3,520,C. Green (RAL 6002-HR,520
1775,"Observer 15 (27, male)",3,520,D. Gray - RAL (7022-HR),520
1776,"Observer 15 (27, male)",3,650,A. Red (RAL 4002-HR),520
1777,"Observer 15 (27, male)",3,650,B. Blue (RAL 5009-HR),650
1778,"Observer 15 (27, male)",3,650,C. Green (RAL 6002-HR,520
1779,"Observer 15 (27, male)",3,650,D. Gray - RAL (7022-HR),520
1780,"Observer 15 (27, male)",3,780,A. Red (RAL 4002-HR),650
1781,"Observer 15 (27, male)",3,780,B. Blue (RAL 5009-HR),910
1782,"Observer 15 (27, male)",3,780,C. Green (RAL 6002-HR,780
1783,"Observer 15 (27, male)",3,780,D. Gray - RAL (7022-HR),520
1784,"Observer 15 (27, male)",3,910,A. Red (RAL 4002-HR),650
1785,"Observer 15 (27, male)",3,910,B. Blue (RAL 5009-HR),780
1786,"Observer 15 (27, male)",3,910,C. Green (RAL 6002-HR,780
1787,"Observer 15 (27, male)",3,910,D. Gray - RAL (7022-HR),910
1788,"Observer 15 (27, male)",3,1040,A. Red (RAL 4002-HR),1170
1789,"Observer 15 (27, male)",3,1040,B. Blue (RAL 5009-HR),1300
1790,"Observer 15 (27, male)",3,1040,C. Green (RAL 6002-HR,1040
1791,"Observer 15 (27, male)",3,1040,D. Gray - RAL (7022-HR),910
1792,"Observer 15 (27, male)",3,1170,A. Red (RAL 4002-HR),1040
1793,"Observer 15 (27, male)",3,1170,B. Blue (RAL 5009-HR),1170
1794,"Observer 15 (27, male)",3,1170,C. Green (RAL 6002-HR,1170
1795,"Observer 15 (27, male)",3,1170,D. Gray - RAL (7022-HR),910
1796,"Observer 15 (27, male)",3,1300,A. Red (RAL 4002-HR),1300
1797,"Observer 15 (27, male)",3,1300,B. Blue (RAL 5009-HR),1300
1798,"Observer 15 (27, male)",3,1300,C. Green (RAL 6002-HR,1170
1799,"Observer 15 (27, male)",3,1300,D. Gray - RAL (7022-HR),910
